"","X","Reviews","Polarity"
"3610",3924,"Hi Everybody this review is all about Vodafone Shared Services not For Vpdafone Opcos : like Vodafone India or Vodafone Australia VSSI is different entity

Flexi Timing
Good Pay Master
Life balance is amazing
No swipe in/out
Employee Friendly Policies
HR and Manager will listen to you
Lots of activities : CSR, Games,Cultural,Annual Function at one time you can get bored of all these things …  every month there is something new is coming and its really fun :)
Work from Home facility
Chill and easy going Environment depends upon on Manager too , Mine was good
Lat but not the least A very good org for female employees.Show More",1
"3611",3925,"Good for extra non technical activities",1
"3612",3926,"might meet some nice, smart people with good ideas
good employer brand ( worldwide )",1
"3613",3927,"no comments
not good company to wor",-1
"3614",3928,"Some fantastic people, but all the good ones are worked far too hard and are at breaking point
Great working environment",1
"3615",3929,"good work atmosphere and people development activities",1
"3616",3930,"Good full bonus - up to £750 (if achieve)
Good basic wage
Fast progression
. . . . . .",1
"3617",3931,"Good work environment
Learning all the time
Daily challenges
Prestigious employer
Smart people around you",1
"3618",3932,"For mobile retail, this has some of the best perks and compensation around. Always at the forefront in terms of services and technology and a real opportunity to move into management at a retail level.",1
"3619",3933,"Excellent paymaster. Good work life balance and activities to improve morale",1
"3620",3934,"You can't settle as the company is changing positions and structure all the time. You do not get bored",1
"3621",3935,"very good work environment and you can get alot of friends",1
"3622",3936,"Lots of perks such as lunch, events, frequent breaks and entertainment areas",1
"3623",3937,"Because it was build on the culture of Vodafone it still remains one of the best places to work in from a package and facilities point view compared to other technology companies, it may lost some of the lead through the years but it is still one of the best",1
"3624",3938,"You got to be luckly to be a part",1
"3625",3939,"Best policies for employees and good work culture",1
"3626",3940,"I feel truly valued in this company and would recommend Vodafone as a great place to work for anyone looking to advance their professional career.",1
"3627",3941,"Very good work culture, Employee having very good work life balance. Employee friendly, World best health & safety policy for employee health.",1
"3628",3942,"open workplace and no hierarchy",1
"3629",3943,"Amazing maternity package
good salary in retail
amazing internal job offers
good communication all round
very large company so can transfer to different job roles within the company
regular training provided.",1
"3630",3944,"Extremely flexible working environment. Great offices with good facilities. Lots of opportunities to move around the business in both the UK and abroad if you are interested.",1
"3631",3945,"Beautiful work environment
Challenging
Support structure
Learning and development
Benefits
Like minded individuals
Great graduate program
Very flexible working hours and great work life balance",1
"3632",3946,"Nice office space as per company policy, good assessment of employees employees, all systems and facilities online",1
"3633",3947,"Transparency, work environment, opportunities, benefits.",1
"3634",3948,"Easy, Fast, Organized and good management",1
"3635",3949,"company values, benefits, reward and compensation",1
"3636",3950,"1. training and sessions - group sessions to help learn and enjoy work more
2. open door policy",1
"3637",3951,"It is a very dynamic industry, always with something new happening. You really need to speed-up",1
"3638",3952,"Value-based multi-national company, free trainings( selling, emotional intelligence, marketing, it skills).",1
"3639",3953,"employee benefits, onsite Gym, healthcare and pension",1
"3640",3954,"Good benefits for those that prive themselves",1
"3641",3955,"Multinational flexable respecful free transportation very good facilities in term of desks food courts and so on and very frirndly environment full of chances and dynamic",1
"3642",3956,"Rewarding, reliable, challenging, supportive. Well provisioned in house training, many avenues to enhance your career. More benefits than I have time to take advantage of.",1
"3643",3957,"It is a great place to work. Great people. Great benefits and good training platform. Provides opportunities to young talents.",1
"3644",3958,"It is a very challenging company and so there are many opportunities for self development. It has advantages to have this company in your CV for future career steps.",1
"3645",3959,"Constant change, so never standing still.....if you like that. Potential to get exposure to a lot of different aspects of the company, work on large projects and at times deliver change",1
"3646",3960,"Good opportunity and work place",1
"3647",3961,"best working environment in Vodafone India.",1
"3648",3962,"Secuered job.
Good salary.
Good management.",1
"3649",3963,"Good Learning for start up engineers.",1
